"","gender","ethnicity","birth","grade","star","read","math","lunch","school","degree","ladder","experience","tethnicity","system","schoolid","id","read_lag","math_lag","q30_read","q30_math","bottom30","star_sel"
"185","male","cauc",1979 Q3,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100681",NA,NA,NA,NA,NA,NA
"186","male","cauc",1979 Q3,"1st",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100681",NA,NA,419,459,NA,NA
"187","male","cauc",1979 Q3,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100681",NA,NA,485,507,NA,NA
"188","male","cauc",1979 Q3,"3rd","small",575,629,"non-free","rural","master","apprentice",1,"cauc","1","1","100681",NA,NA,557,557,NA,NA
"189","male","afam",1980 Q3,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100697",NA,NA,NA,NA,NA,NA
"190","male","afam",1980 Q3,"1st",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100697",NA,NA,419,459,NA,NA
"191","male","afam",1980 Q3,"2nd","small",614,620,"non-free","inner-city","bachelor","notladder",2,"cauc","11","30","100697",NA,NA,485,507,NA,NA
"192","male","afam",1980 Q3,"3rd","small",661,636,"non-free","inner-city","bachelor","probation",3,"afam","11","30","100697",614,620,557,557,FALSE,FALSE
"193","male","cauc",1980 Q1,"kindergarten","regular+aide",425,513,"non-free","suburban","bachelor","level1",8,"afam","11","17","100721",NA,NA,NA,NA,NA,TRUE
"194","male","cauc",1980 Q1,"1st","regular",485,538,"non-free","suburban","bachelor","level1",5,"afam","11","17","100721",425,513,419,459,FALSE,TRUE
"195","male","cauc",1980 Q1,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100721",485,538,485,507,TRUE,TRUE
"196","male","cauc",1980 Q1,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100721",NA,NA,557,557,NA,NA
"197","male","afam",1979 Q4,"kindergarten","small",425,439,"free","inner-city","bachelor","level1",5,"cauc","11","29","100727",NA,NA,NA,NA,NA,NA
"198","male","afam",1979 Q4,"1st",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100727",425,439,419,459,TRUE,TRUE
"199","male","afam",1979 Q4,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100727",NA,NA,485,507,NA,NA
"200","male","afam",1979 Q4,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100727",NA,NA,557,557,NA,NA
"201","male","cauc",1980 Q3,"kindergarten","regular",450,494,"non-free","rural","bachelor",NA,5,"cauc","1","1","10074",NA,NA,NA,NA,NA,TRUE
"202","male","cauc",1980 Q3,"1st","regular",524,529,"non-free","rural","bachelor","apprentice",2,"cauc","1","1","10074",450,494,419,459,FALSE,TRUE
"203","male","cauc",1980 Q3,"2nd","regular",618,570,"non-free","rural","master","level1",12,"afam","1","1","10074",524,529,485,507,FALSE,TRUE
"204","male","cauc",1980 Q3,"3rd","regular",633,603,"non-free","rural","bachelor","level1",5,"cauc","1","1","10074",618,570,557,557,FALSE,TRUE
"205","male","cauc",1979 Q1,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100751",NA,NA,NA,NA,NA,NA
"206","male","cauc",1979 Q1,"1st",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100751",NA,NA,419,459,NA,NA
"207","male","cauc",1979 Q1,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100751",NA,NA,485,507,NA,NA
"208","male","cauc",1979 Q1,"3rd","small",NA,NA,"free","rural","specialist","level1",13,"cauc","39","75","100751",NA,NA,557,557,NA,NA
"209","male","afam",1980 Q2,"kindergarten","regular",424,489,"free","rural","master","level1",13,"cauc","21","50","100766",NA,NA,NA,NA,NA,TRUE
"210","male","afam",1980 Q2,"1st","regular",462,515,NA,"rural","bachelor","notladder",12,"cauc","21","50","100766",424,489,419,459,FALSE,TRUE
"211","male","afam",1980 Q2,"2nd","regular",517,543,"free","rural","bachelor","notladder",13,"cauc","21","50","100766",462,515,485,507,TRUE,TRUE
"212","male","afam",1980 Q2,"3rd","regular",564,582,"free","rural","master","level1",8,"cauc","21","50","100766",517,543,557,557,TRUE,TRUE
"213","female","cauc",1980 Q2,"kindergarten","regular",443,478,"non-free","suburban","bachelor","level1",15,"cauc","12","36","100780",NA,NA,NA,NA,NA,TRUE
"214","female","cauc",1980 Q2,"1st","regular",524,542,"non-free","suburban","master","level3",18,"cauc","12","36","100780",443,478,419,459,FALSE,TRUE
"215","female","cauc",1980 Q2,"2nd","regular",618,607,NA,"suburban","bachelor","level1",12,"cauc","12","36","100780",524,542,485,507,FALSE,TRUE
"216","female","cauc",1980 Q2,"3rd","regular",602,616,"non-free","suburban","bachelor","probation",22,"afam","12","36","100780",618,607,557,557,FALSE,TRUE
"217","male","afam",1979 Q4,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100791",NA,NA,NA,NA,NA,NA
"218","male","afam",1979 Q4,"1st",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100791",NA,NA,419,459,NA,NA
"219","male","afam",1979 Q4,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100791",NA,NA,485,507,NA,NA
"220","male","afam",1979 Q4,"3rd","small",641,639,"free","suburban","bachelor","notladder",21,"cauc","11","21","100791",NA,NA,557,557,NA,NA
"221","male","cauc",1980 Q3,"kindergarten","regular",514,520,"non-free","rural","master","level1",11,"cauc","39","75","100810",NA,NA,NA,NA,NA,TRUE
"222","male","cauc",1980 Q3,"1st","small",604,592,"non-free","rural","bachelor","level1",14,"cauc","39","75","100810",514,520,419,459,FALSE,FALSE
"223","male","cauc",1980 Q3,"2nd","small",608,626,"non-free","rural","bachelor","level1",5,"cauc","39","75","100810",604,592,485,507,FALSE,FALSE
"224","male","cauc",1980 Q3,"3rd","small",639,711,"non-free","rural","bachelor","level1",22,"cauc","39","75","100810",608,626,557,557,FALSE,FALSE
"225","male","afam",1980 Q3,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100827",NA,NA,NA,NA,NA,NA
"226","male","afam",1980 Q3,"1st","small",482,493,"free","suburban","bachelor","level1",4,"cauc","11","21","100827",NA,NA,419,459,NA,NA
"227","male","afam",1980 Q3,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100827",482,493,485,507,TRUE,TRUE
"228","male","afam",1980 Q3,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100827",NA,NA,557,557,NA,NA
"229","male",NA,1980 Q3,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100842",NA,NA,NA,NA,NA,NA
"230","male",NA,1980 Q3,"1st",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100842",NA,NA,419,459,NA,NA
"231","male",NA,1980 Q3,"2nd","regular+aide",488,485,"free","inner-city","master",NA,2,"cauc","11","19","100842",NA,NA,485,507,NA,TRUE
"232","male",NA,1980 Q3,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100842",488,485,557,557,TRUE,TRUE
"233","female","cauc",1979 Q4,"kindergarten","regular+aide",460,559,"non-free","rural","master","level1",13,"cauc","40","76","100854",NA,NA,NA,NA,NA,TRUE
"234","female","cauc",1979 Q4,"1st","regular",530,549,"non-free","rural","bachelor","probation",0,"cauc","40","77","100854",460,559,419,459,FALSE,TRUE
"235","female","cauc",1979 Q4,"2nd","regular",611,593,"non-free","rural","bachelor","level1",20,"cauc","40","77","100854",530,549,485,507,FALSE,TRUE
"236","female","cauc",1979 Q4,"3rd","regular",606,642,"non-free","rural","bachelor","level1",28,"cauc","40","77","100854",611,593,557,557,FALSE,TRUE
"237","female","cauc",1980 Q3,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100873",NA,NA,NA,NA,NA,NA
"238","female","cauc",1980 Q3,"1st","regular+aide",524,535,"non-free","suburban","bachelor","probation",2,"cauc","22","51","100873",NA,NA,419,459,NA,TRUE
"239","female","cauc",1980 Q3,"2nd","regular+aide",659,599,"non-free","suburban","master","level1",15,"cauc","22","51","100873",524,535,485,507,FALSE,TRUE
"240","female","cauc",1980 Q3,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100873",659,599,557,557,FALSE,NA
"241","female","cauc",1980 Q1,"kindergarten","regular+aide",NA,454,"non-free","urban",NA,NA,NA,NA,"20","48","100897",NA,NA,NA,NA,NA,TRUE
"242","female","cauc",1980 Q1,"1st","regular+aide",444,479,"free","urban","bachelor","notladder",0,"cauc","20","48","100897",NA,454,419,459,TRUE,TRUE
"243","female","cauc",1980 Q1,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100897",444,479,485,507,TRUE,TRUE
"244","female","cauc",1980 Q1,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100897",NA,NA,557,557,NA,NA
"245","male","afam",1980 Q3,"kindergarten","regular+aide",397,418,"free","inner-city","bachelor","level1",6,"cauc","11","16","10090",NA,NA,NA,NA,NA,TRUE
"246","male","afam",1980 Q3,"1st",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10090",397,418,419,459,TRUE,TRUE
"247","male","afam",1980 Q3,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10090",NA,NA,485,507,NA,NA
"248","male","afam",1980 Q3,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10090",NA,NA,557,557,NA,NA
"249","male","cauc",1980 Q1,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100913",NA,NA,NA,NA,NA,NA
"250","male","cauc",1980 Q1,"1st","regular+aide",448,479,"non-free","suburban","bachelor","probation",4,"cauc","22","54","100913",NA,NA,419,459,NA,TRUE
"251","male","cauc",1980 Q1,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100913",448,479,485,507,TRUE,TRUE
"252","male","cauc",1980 Q1,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100913",NA,NA,557,557,NA,NA
"253","female","cauc",1980 Q2,"kindergarten","regular",527,506,"non-free","rural","bachelor","level1",8,"cauc","36","72","100925",NA,NA,NA,NA,NA,TRUE
"254","female","cauc",1980 Q2,"1st","regular+aide",651,584,"non-free","rural","master","level1",7,"cauc","36","72","100925",527,506,419,459,FALSE,TRUE
"255","female","cauc",1980 Q2,"2nd","regular+aide",732,699,"non-free","rural","master","probation",13,"cauc","36","72","100925",651,584,485,507,FALSE,TRUE
"256","female","cauc",1980 Q2,"3rd","regular+aide",702,639,"non-free","rural","master","level1",7,"cauc","36","72","100925",732,699,557,557,FALSE,TRUE
"257","male","cauc",1980 Q1,"kindergarten","regular",467,494,"non-free","rural","bachelor","level1",10,"cauc","30","63","100943",NA,NA,NA,NA,NA,TRUE
"258","male","cauc",1980 Q1,"1st","regular+aide",579,557,"free","rural","bachelor","level1",16,"cauc","30","63","100943",467,494,419,459,FALSE,TRUE
"259","male","cauc",1980 Q1,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100943",579,557,485,507,FALSE,NA
"260","male","cauc",1980 Q1,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100943",NA,NA,557,557,NA,NA
"261","male","cauc",1980 Q1,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100959",NA,NA,NA,NA,NA,NA
"262","male","cauc",1980 Q1,"1st",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100959",NA,NA,419,459,NA,NA
"263","male","cauc",1980 Q1,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100959",NA,NA,485,507,NA,NA
"264","male","cauc",1980 Q1,"3rd","regular",636,663,"free","rural","bachelor","level1",14,"cauc","12","34","100959",NA,NA,557,557,NA,TRUE
"265","male","cauc",1979 Q4,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100967",NA,NA,NA,NA,NA,NA
"266","male","cauc",1979 Q4,"1st","regular",475,490,"non-free","rural","bachelor","level1",15,"cauc","6","8","100967",NA,NA,419,459,NA,TRUE
"267","male","cauc",1979 Q4,"2nd","regular",577,533,"non-free","rural","master","level1",10,"cauc","6","8","100967",475,490,485,507,TRUE,TRUE
"268","male","cauc",1979 Q4,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100967",577,533,557,557,TRUE,TRUE
"269","female","cauc",1980 Q1,"kindergarten","regular+aide",419,439,"free","rural","bachelor","level1",8,"cauc","4","5","100992",NA,NA,NA,NA,NA,TRUE
"270","female","cauc",1980 Q1,"1st",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100992",419,439,419,459,TRUE,TRUE
"271","female","cauc",1980 Q1,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100992",NA,NA,485,507,NA,NA
"272","female","cauc",1980 Q1,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100992",NA,NA,557,557,NA,NA
"273","female","cauc",1979 Q2,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"101005",NA,NA,NA,NA,NA,NA
"274","female","cauc",1979 Q2,"1st",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"101005",NA,NA,419,459,NA,NA
"275","female","cauc",1979 Q2,"2nd","regular",547,590,"free","urban","master","level1",8,"cauc","2","2","101005",NA,NA,485,507,NA,TRUE
"276","female","cauc",1979 Q2,"3rd","regular",578,608,"free","urban","master","level1",15,"cauc","2","2","101005",547,590,557,557,TRUE,TRUE
"277","female","cauc",1980 Q2,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"101020",NA,NA,NA,NA,NA,NA
"278","female","cauc",1980 Q2,"1st","small",NA,NA,"free","rural","bachelor","level1",13,"cauc","35","69","101020",NA,NA,419,459,NA,NA
"279","female","cauc",1980 Q2,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"101020",NA,NA,485,507,NA,NA
"280","female","cauc",1980 Q2,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"101020",NA,NA,557,557,NA,NA
"281","female","cauc",1980 Q1,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"101041",NA,NA,NA,NA,NA,NA
"282","female","cauc",1980 Q1,"1st",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"101041",NA,NA,419,459,NA,NA
"283","female","cauc",1980 Q1,"2nd","small",569,563,"non-free","suburban","bachelor","level1",23,"cauc","11","17","101041",NA,NA,485,507,NA,NA
"284","female","cauc",1980 Q1,"3rd","small",647,634,"non-free","suburban","bachelor","level2",14,"afam","11","17","101041",569,563,557,557,FALSE,FALSE
"285","female","cauc",1979 Q4,"kindergarten","small",460,494,"non-free","suburban","master","level1",12,"cauc","22","54","101047",NA,NA,NA,NA,NA,NA
"286","female","cauc",1979 Q4,"1st","small",536,545,"non-free","suburban","bachelor","level1",23,"cauc","22","54","101047",460,494,419,459,FALSE,FALSE
"287","female","cauc",1979 Q4,"2nd","small",602,611,"non-free","suburban","bachelor","notladder",15,"afam","22","54","101047",536,545,485,507,FALSE,FALSE
"288","female","cauc",1979 Q4,"3rd","small",647,606,"non-free","suburban","master","level1",20,"cauc","22","54","101047",602,611,557,557,FALSE,FALSE
"289","male","afam",1979 Q2,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"101069",NA,NA,NA,NA,NA,NA
"290","male","afam",1979 Q2,"1st","regular",512,553,"free","urban","master","level1",8,"cauc","26","59","101069",NA,NA,419,459,NA,TRUE
"291","male","afam",1979 Q2,"2nd","regular",602,579,"free","urban","bachelor","apprentice",1,"cauc","26","59","101069",512,553,485,507,FALSE,TRUE
"292","male","afam",1979 Q2,"3rd","regular",622,645,"free","urban","master","level1",7,"cauc","26","59","101069",602,579,557,557,FALSE,TRUE
"293","male","afam",1980 Q2,"kindergarten","regular+aide",425,463,"non-free","suburban","bachelor",NA,12,"afam","11","20","101084",NA,NA,NA,NA,NA,TRUE
"294","male","afam",1980 Q2,"1st","regular",540,505,"non-free","suburban","bachelor","level1",11,"cauc","11","20","101084",425,463,419,459,FALSE,TRUE
"295","male","afam",1980 Q2,"2nd","regular+aide",602,556,"non-free","suburban","bachelor","level1",4,"afam","11","20","101084",540,505,485,507,TRUE,TRUE
"296","male","afam",1980 Q2,"3rd","regular+aide",608,614,"non-free","suburban","bachelor","level1",4,"cauc","11","20","101084",602,556,557,557,TRUE,TRUE
"297","female","cauc",1979 Q4,"kindergarten","regular",410,429,"free","rural","master","level1",13,"cauc","21","50","101095",NA,NA,NA,NA,NA,TRUE
"298","female","cauc",1979 Q4,"1st","regular",454,490,"free","rural","bachelor","level1",20,"cauc","21","49","101095",410,429,419,459,TRUE,TRUE
"299","female","cauc",1979 Q4,"2nd","regular",500,556,"free","rural","master","level1",11,"cauc","21","49","101095",454,490,485,507,TRUE,TRUE
"300","female","cauc",1979 Q4,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"101095",500,556,557,557,TRUE,TRUE
"301","female","cauc",1979 Q1,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10111",NA,NA,NA,NA,NA,NA
"302","female","cauc",1979 Q1,"1st",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10111",NA,NA,419,459,NA,NA
"303","female","cauc",1979 Q1,"2nd","regular",562,NA,"free","rural","bachelor","level1",9,"cauc","4","5","10111",NA,NA,485,507,NA,TRUE
"304","female","cauc",1979 Q1,"3rd","regular",577,567,"free","rural","bachelor","level1",8,"cauc","4","5","10111",562,NA,557,557,NA,TRUE
"305","female","afam",1980 Q2,"kindergarten","regular",382,454,"free","rural","bachelor","level1",8,"cauc","4","5","101117",NA,NA,NA,NA,NA,TRUE
"306","female","afam",1980 Q2,"1st","regular",456,488,"free","rural","bachelor","probation",0,"cauc","4","5","101117",382,454,419,459,TRUE,TRUE
"307","female","afam",1980 Q2,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"101117",456,488,485,507,TRUE,TRUE
"308","female","afam",1980 Q2,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"101117",NA,NA,557,557,NA,NA
"309","female","afam",1980 Q3,"kindergarten","small",474,602,"non-free","inner-city","master","level1",8,"cauc","11","28","101130",NA,NA,NA,NA,NA,NA
"310","female","afam",1980 Q3,"1st","small",571,584,"free","inner-city","bachelor","level1",8,"cauc","11","28","101130",474,602,419,459,FALSE,FALSE
"311","female","afam",1980 Q3,"2nd","small",650,593,"free","inner-city","master","level1",21,"afam","11","28","101130",571,584,485,507,FALSE,FALSE
"312","female","afam",1980 Q3,"3rd","small",633,642,"free","inner-city","master","notladder",11,"asian","11","28","101130",650,593,557,557,FALSE,FALSE
"313","female","cauc",1980 Q3,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"101146",NA,NA,NA,NA,NA,NA
"314","female","cauc",1980 Q3,"1st",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"101146",NA,NA,419,459,NA,NA
"315","female","cauc",1980 Q3,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"101146",NA,NA,485,507,NA,NA
"316","female","cauc",1980 Q3,"3rd","regular",650,606,"non-free","suburban","master","level1",19,"cauc","17","41","101146",NA,NA,557,557,NA,TRUE
"317","male","cauc",1980 Q1,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"101167",NA,NA,NA,NA,NA,NA
"318","male","cauc",1980 Q1,"1st",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"101167",NA,NA,419,459,NA,NA
"319","male","cauc",1980 Q1,"2nd","regular",NA,NA,"free","rural","bachelor","level1",31,"cauc","35","69","101167",NA,NA,485,507,NA,TRUE
"320","male","cauc",1980 Q1,"3rd","regular",NA,634,"free","rural","master","level1",14,"cauc","35","70","101167",NA,NA,557,557,NA,TRUE
"321","female","afam",1979 Q3,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"101178",NA,NA,NA,NA,NA,NA
"322","female","afam",1979 Q3,"1st","regular+aide",521,562,"free","inner-city","bachelor","level1",24,"afam","11","27","101178",NA,NA,419,459,NA,TRUE
"323","female","afam",1979 Q3,"2nd","regular",544,554,"free","inner-city","master","probation",24,"afam","11","27","101178",521,562,485,507,FALSE,TRUE
"324","female","afam",1979 Q3,"3rd","regular+aide",NA,NA,"free","inner-city","bachelor","level1",25,"afam","11","27","101178",544,554,557,557,TRUE,TRUE
"325","male","cauc",1980 Q2,"kindergarten","regular+aide",448,494,"non-free","rural","master","level1",10,"cauc","36","72","101198",NA,NA,NA,NA,NA,TRUE
"326","male","cauc",1980 Q2,"1st","regular+aide",558,584,"non-free","rural","master","level1",7,"cauc","36","72","101198",448,494,419,459,FALSE,TRUE
"327","male","cauc",1980 Q2,"2nd","regular+aide",569,639,"non-free","rural","master","probation",13,"cauc","36","72","101198",558,584,485,507,FALSE,TRUE
"328","male","cauc",1980 Q2,"3rd","regular+aide",585,651,"non-free","rural","master","level1",7,"cauc","36","72","101198",569,639,557,557,FALSE,TRUE
"329","male","cauc",1980 Q2,"kindergarten","regular+aide",407,454,"free","rural","bachelor","level1",12,"cauc","12","35","101213",NA,NA,NA,NA,NA,TRUE
"330","male","cauc",1980 Q2,"1st","regular+aide",487,481,"free","rural","master","level1",15,"cauc","12","34","101213",407,454,419,459,TRUE,TRUE
"331","male","cauc",1980 Q2,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"101213",487,481,485,507,TRUE,TRUE
"332","male","cauc",1980 Q2,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"101213",NA,NA,557,557,NA,NA
"333","male","afam",1980 Q2,"kindergarten","small",450,500,"free","inner-city","bachelor","level1",11,"cauc","11","27","101229",NA,NA,NA,NA,NA,NA
"334","male","afam",1980 Q2,"1st","small",462,510,"free","inner-city","master","level1",17,"cauc","11","27","101229",450,500,419,459,FALSE,FALSE
"335","male","afam",1980 Q2,"2nd","small",524,570,"free","inner-city","bachelor","level1",5,"cauc","11","27","101229",462,510,485,507,TRUE,TRUE
"336","male","afam",1980 Q2,"3rd","regular",554,606,"free","inner-city","master","level3",14,"cauc","11","27","101229",524,570,557,557,TRUE,TRUE
"337","female","afam",1980 Q3,"kindergarten","regular",467,547,"free","inner-city","bachelor","level1",10,"afam","11","30","101243",NA,NA,NA,NA,NA,TRUE
"338","female","afam",1980 Q3,"1st","regular",540,520,"free","inner-city","bachelor","apprentice",2,"cauc","11","30","101243",467,547,419,459,FALSE,TRUE
"339","female","afam",1980 Q3,"2nd","regular",564,556,"free","inner-city","bachelor","apprentice",1,"cauc","11","30","101243",540,520,485,507,FALSE,TRUE
"340","female","afam",1980 Q3,"3rd","regular",639,612,"free","inner-city","bachelor","notladder",3,"cauc","11","30","101243",564,556,557,557,TRUE,TRUE
"341","female","afam",1980 Q2,"kindergarten","regular",450,439,"free","inner-city","bachelor","probation",0,"afam","11","27","10125",NA,NA,NA,NA,NA,TRUE
"342","female","afam",1980 Q2,"1st","regular+aide",NA,557,"free","inner-city","bachelor","level1",24,"afam","11","27","10125",450,439,419,459,TRUE,TRUE
"343","female","afam",1980 Q2,"2nd","regular",552,611,"free","inner-city","master","probation",24,"afam","11","27","10125",NA,557,485,507,NA,TRUE
"344","female","afam",1980 Q2,"3rd","small",585,571,"free","inner-city","master","level2",9,"afam","11","27","10125",552,611,557,557,TRUE,TRUE
"345","male","cauc",1979 Q4,"kindergarten","regular",447,528,"non-free","suburban","bachelor","level1",11,"cauc","22","51","101255",NA,NA,NA,NA,NA,TRUE
"346","male","cauc",1979 Q4,"1st","regular+aide",514,572,"non-free","suburban","bachelor","level1",4,"cauc","22","51","101255",447,528,419,459,FALSE,TRUE
"347","male","cauc",1979 Q4,"2nd","regular+aide",582,603,"non-free","suburban","specialist","level1",9,"cauc","22","51","101255",514,572,485,507,FALSE,TRUE
"348","male","cauc",1979 Q4,"3rd","regular+aide",610,603,"non-free","suburban","master","level2",15,"cauc","22","51","101255",582,603,557,557,FALSE,TRUE
"349","female","afam",1979 Q1,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"101281",NA,NA,NA,NA,NA,NA
"350","female","afam",1979 Q1,"1st","regular",NA,497,"free","rural","bachelor","probation",3,"cauc","24","56","101281",NA,NA,419,459,NA,TRUE
"351","female","afam",1979 Q1,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"101281",NA,497,485,507,TRUE,TRUE
"352","female","afam",1979 Q1,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"101281",NA,NA,557,557,NA,NA
"353","male","cauc",1980 Q1,"kindergarten","small",472,576,"non-free","suburban","bachelor","probation",0,"cauc","11","23","101297",NA,NA,NA,NA,NA,NA
"354","male","cauc",1980 Q1,"1st",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"101297",472,576,419,459,FALSE,NA
